Power,Current,Voltage,Shunt,Freq,Util,WorkMode
203.9,41.6,4.97,3.93,240,50,noop_test.csv
197.32,39.0,4.98,4.16,240,50,noop_test.csv
197.32,40.79,4.97,3.9,240,50,noop_test.csv
199.02,38.9,4.98,4.16,240,50,noop_test.csv
195.85,40.2,4.97,3.89,240,50,noop_test.csv
201.71,39.1,4.98,4.17,240,50,noop_test.csv
197.8,39.79,4.97,3.9,240,50,noop_test.csv
207.07,40.0,4.98,4.18,240,50,noop_test.csv
197.07,39.5,4.98,3.9,240,50,noop_test.csv
205.12,40.6,4.97,4.16,240,50,noop_test.csv
193.9,39.2,4.97,3.91,240,50,noop_test.csv
204.15,41.6,4.97,4.12,240,50,noop_test.csv
193.9,39.1,4.97,3.9,240,50,noop_test.csv
205.12,46.7,4.97,4.12,240,50,noop_test.csv
193.9,39.79,4.97,3.9,240,50,noop_test.csv
205.85,41.1,4.98,4.14,240,50,noop_test.csv
193.9,39.6,4.98,3.9,240,50,noop_test.csv
205.12,41.29,4.98,4.11,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
209.51,41.5,4.98,4.11,240,50,noop_test.csv
193.9,39.0,4.98,3.91,240,50,noop_test.csv
208.29,41.4,4.97,4.1,240,50,noop_test.csv
193.9,39.0,4.98,3.91,240,50,noop_test.csv
206.1,42.0,4.97,4.07,240,50,noop_test.csv
194.15,39.0,4.98,3.94,240,50,noop_test.csv
206.1,41.9,4.97,4.01,240,50,noop_test.csv
193.9,39.0,4.98,3.91,240,50,noop_test.csv
204.15,41.6,4.98,3.97,240,50,noop_test.csv
193.9,39.0,4.98,4.01,240,50,noop_test.csv
203.9,41.4,4.98,3.96,240,50,noop_test.csv
197.32,39.0,4.98,4.16,240,50,noop_test.csv
197.8,40.9,4.97,3.9,240,50,noop_test.csv
199.02,39.0,4.97,4.1,240,50,noop_test.csv
195.85,41.0,4.97,3.9,240,50,noop_test.csv
201.46,39.1,4.98,4.15,240,50,noop_test.csv
195.12,40.9,4.97,3.9,240,50,noop_test.csv
199.02,39.2,4.98,4.14,240,50,noop_test.csv
194.15,40.4,4.97,3.9,240,50,noop_test.csv
208.29,39.6,4.98,4.14,240,50,noop_test.csv
197.8,39.2,4.97,3.89,240,50,noop_test.csv
207.07,40.0,4.97,4.19,240,50,noop_test.csv
197.07,39.5,4.97,3.9,240,50,noop_test.csv
205.12,40.4,4.98,4.14,240,50,noop_test.csv
193.9,39.2,4.98,3.9,240,50,noop_test.csv
206.59,40.79,4.97,4.12,240,50,noop_test.csv
193.9,39.1,4.97,3.9,240,50,noop_test.csv
205.12,41.9,4.98,4.12,240,50,noop_test.csv
193.9,40.9,4.97,3.9,240,50,noop_test.csv
204.15,41.6,4.98,4.14,240,50,noop_test.csv
193.9,39.6,4.98,3.9,240,50,noop_test.csv
206.1,41.2,4.98,4.1,240,50,noop_test.csv
193.9,38.9,4.98,3.9,240,50,noop_test.csv
208.29,41.2,4.98,4.1,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
207.32,41.5,4.97,4.09,240,50,noop_test.csv
193.9,38.9,4.98,3.9,240,50,noop_test.csv
206.59,41.9,4.98,4.08,240,50,noop_test.csv
193.9,39.0,4.98,3.93,240,50,noop_test.csv
203.9,41.79,4.98,3.9,240,50,noop_test.csv
194.15,39.0,4.97,4.06,240,50,noop_test.csv
203.41,41.0,4.97,3.98,240,50,noop_test.csv
195.37,39.0,4.97,4.14,240,50,noop_test.csv
200.24,41.0,4.97,3.96,240,50,noop_test.csv
196.1,39.0,4.98,4.17,240,50,noop_test.csv
198.29,41.0,4.98,3.9,240,50,noop_test.csv
198.29,39.0,4.98,4.16,240,50,noop_test.csv
196.1,40.4,4.97,3.9,240,50,noop_test.csv
200.98,39.1,4.98,4.15,240,50,noop_test.csv
195.12,40.0,4.97,3.9,240,50,noop_test.csv
202.93,39.2,4.97,4.16,240,50,noop_test.csv
194.15,39.5,4.97,3.9,240,50,noop_test.csv
215.85,39.5,4.98,4.21,240,50,noop_test.csv
197.8,39.29,4.97,3.89,240,50,noop_test.csv
206.59,39.7,4.98,4.16,240,50,noop_test.csv
197.32,39.1,4.97,3.91,240,50,noop_test.csv
203.9,40.2,4.98,4.15,240,50,noop_test.csv
195.85,39.0,4.97,3.9,240,50,noop_test.csv
207.07,40.7,4.98,4.11,240,50,noop_test.csv
193.9,39.79,4.98,3.89,240,50,noop_test.csv
206.59,41.7,4.98,4.1,240,50,noop_test.csv
193.9,39.6,4.97,3.9,240,50,noop_test.csv
208.29,41.5,4.98,4.1,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
208.54,41.0,4.98,4.1,240,50,noop_test.csv
193.9,38.9,4.97,3.89,240,50,noop_test.csv
207.07,41.29,4.97,4.08,240,50,noop_test.csv
193.9,39.0,4.98,3.9,240,50,noop_test.csv
203.9,41.4,4.97,3.94,240,50,noop_test.csv
193.9,39.0,4.98,4.06,240,50,noop_test.csv
203.41,41.29,4.97,3.91,240,50,noop_test.csv
193.9,38.9,4.98,4.08,240,50,noop_test.csv
200.98,41.0,4.97,3.9,240,50,noop_test.csv
193.9,39.0,4.98,4.18,240,50,noop_test.csv
198.29,41.0,4.97,3.98,240,50,noop_test.csv
195.12,39.1,4.98,4.16,240,50,noop_test.csv
196.1,41.0,4.97,3.99,240,50,noop_test.csv
196.1,39.0,4.98,4.13,240,50,noop_test.csv
194.63,41.0,4.97,3.89,240,50,noop_test.csv
197.8,39.2,4.98,4.16,240,50,noop_test.csv
193.9,40.5,4.98,3.9,240,50,noop_test.csv
199.76,39.4,4.98,4.17,240,50,noop_test.csv
193.9,40.0,4.97,3.9,240,50,noop_test.csv
202.2,39.79,4.98,4.2,240,50,noop_test.csv
197.8,39.6,4.97,3.89,240,50,noop_test.csv
207.07,40.2,4.97,4.17,240,50,noop_test.csv
197.07,39.29,4.98,3.9,240,50,noop_test.csv
206.59,40.7,4.98,4.15,240,50,noop_test.csv
193.9,39.1,4.97,3.9,240,50,noop_test.csv
204.63,41.6,4.98,4.12,240,50,noop_test.csv
193.9,39.1,4.97,3.9,240,50,noop_test.csv
205.12,40.6,4.98,4.14,240,50,noop_test.csv
193.9,39.79,4.98,3.9,240,50,noop_test.csv
205.85,40.9,4.98,4.12,240,50,noop_test.csv
193.9,39.7,4.97,3.9,240,50,noop_test.csv
207.8,41.9,4.98,4.1,240,50,noop_test.csv
193.9,39.0,4.97,3.93,240,50,noop_test.csv
204.15,41.7,4.97,4.03,240,50,noop_test.csv
193.9,39.0,4.97,3.95,240,50,noop_test.csv
203.9,41.6,4.97,3.99,240,50,noop_test.csv
193.9,39.0,4.98,3.99,240,50,noop_test.csv
203.9,41.29,4.98,3.95,240,50,noop_test.csv
193.9,39.0,4.97,4.04,240,50,noop_test.csv
204.15,41.29,4.97,3.92,240,50,noop_test.csv
193.9,39.0,4.98,4.08,240,50,noop_test.csv
201.46,41.2,4.97,3.91,240,50,noop_test.csv
193.9,39.0,4.98,4.19,240,50,noop_test.csv
198.54,41.0,4.98,3.9,240,50,noop_test.csv
194.15,39.0,4.98,4.16,240,50,noop_test.csv
197.07,41.1,4.98,3.98,240,50,noop_test.csv
195.85,39.0,4.98,4.12,240,50,noop_test.csv
195.37,41.1,4.98,3.96,240,50,noop_test.csv
197.32,39.2,4.98,4.13,240,50,noop_test.csv
194.15,40.7,4.97,3.9,240,50,noop_test.csv
199.76,39.29,4.98,4.15,240,50,noop_test.csv
193.9,40.2,4.97,3.9,240,50,noop_test.csv
201.71,39.6,4.98,4.18,240,50,noop_test.csv
197.32,39.79,4.98,3.9,240,50,noop_test.csv
203.41,40.1,4.98,4.17,240,50,noop_test.csv
197.07,39.4,4.98,3.9,240,50,noop_test.csv
208.29,40.6,4.98,4.17,240,50,noop_test.csv
193.9,39.1,4.98,3.9,240,50,noop_test.csv
207.07,40.9,4.97,4.12,240,50,noop_test.csv
193.41,39.0,4.98,3.91,240,50,noop_test.csv
205.12,41.9,4.97,4.15,240,50,noop_test.csv
193.9,38.9,4.97,3.9,240,50,noop_test.csv
205.12,41.79,4.98,4.04,240,50,noop_test.csv
193.9,39.1,4.97,3.91,240,50,noop_test.csv
205.85,41.7,4.98,4.0,240,50,noop_test.csv
193.9,39.0,4.98,3.92,240,50,noop_test.csv
204.63,41.79,4.98,3.96,240,50,noop_test.csv
193.9,39.0,4.98,3.95,240,50,noop_test.csv
203.9,41.4,4.97,3.93,240,50,noop_test.csv
193.9,39.0,4.98,4.08,240,50,noop_test.csv
201.71,41.2,4.97,3.91,240,50,noop_test.csv
193.9,39.0,4.98,4.19,240,50,noop_test.csv
199.51,41.0,4.98,3.9,240,50,noop_test.csv
194.15,39.0,4.98,4.16,240,50,noop_test.csv
196.59,41.0,4.97,3.9,240,50,noop_test.csv
195.85,39.0,4.98,4.1,240,50,noop_test.csv
195.37,41.0,4.97,3.9,240,50,noop_test.csv
202.2,39.1,4.97,4.14,240,50,noop_test.csv
194.15,39.7,4.97,3.91,240,50,noop_test.csv
203.41,39.29,4.98,4.16,240,50,noop_test.csv
193.9,39.4,4.98,3.89,240,50,noop_test.csv
207.07,39.6,4.97,4.15,240,50,noop_test.csv
197.8,39.1,4.97,3.9,240,50,noop_test.csv
206.59,40.1,4.97,4.18,240,50,noop_test.csv
197.32,39.1,4.97,3.9,240,50,noop_test.csv
206.59,40.6,4.98,4.2,240,50,noop_test.csv
193.9,39.79,4.98,3.9,240,50,noop_test.csv
207.07,40.79,4.98,4.15,240,50,noop_test.csv
193.9,39.79,4.97,3.9,240,50,noop_test.csv
207.07,41.7,4.98,4.14,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
206.59,42.1,4.97,4.04,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
206.1,41.9,4.98,3.99,240,50,noop_test.csv
193.9,39.0,4.98,3.92,240,50,noop_test.csv
203.9,42.0,4.97,3.96,240,50,noop_test.csv
193.9,39.1,4.98,3.94,240,50,noop_test.csv
204.15,41.4,4.97,3.93,240,50,noop_test.csv
194.15,39.0,4.98,3.98,240,50,noop_test.csv
203.9,41.1,4.98,3.91,240,50,noop_test.csv
194.15,39.0,4.97,4.02,240,50,noop_test.csv
203.9,41.0,4.97,3.9,240,50,noop_test.csv
194.15,39.0,4.98,4.08,240,50,noop_test.csv
201.71,41.0,4.97,3.98,240,50,noop_test.csv
195.37,39.0,4.98,4.09,240,50,noop_test.csv
199.76,41.0,4.97,3.96,240,50,noop_test.csv
196.59,39.0,4.98,4.17,240,50,noop_test.csv
197.32,40.79,4.97,3.9,240,50,noop_test.csv
199.02,39.0,4.98,4.16,240,50,noop_test.csv
195.85,40.2,4.97,3.9,240,50,noop_test.csv
201.71,39.1,4.98,4.16,240,50,noop_test.csv
194.15,39.9,4.97,3.9,240,50,noop_test.csv
202.68,39.29,4.98,4.17,240,50,noop_test.csv
193.9,39.4,4.97,3.9,240,50,noop_test.csv
207.32,39.5,4.98,4.16,240,50,noop_test.csv
193.9,39.2,4.97,3.9,240,50,noop_test.csv
206.59,39.9,4.98,4.19,240,50,noop_test.csv
197.8,39.0,4.97,3.9,240,50,noop_test.csv
206.59,40.4,4.98,4.1,240,50,noop_test.csv
193.9,39.6,4.97,3.9,240,50,noop_test.csv
207.8,41.4,4.97,4.1,240,50,noop_test.csv
193.9,39.0,4.98,3.91,240,50,noop_test.csv
210.24,41.2,4.98,4.1,240,50,noop_test.csv
193.9,39.0,4.98,3.9,240,50,noop_test.csv
205.12,42.1,4.98,4.05,240,50,noop_test.csv
194.15,39.0,4.98,3.94,240,50,noop_test.csv
206.1,42.1,4.97,4.0,240,50,noop_test.csv
193.9,39.0,4.98,3.91,240,50,noop_test.csv
205.12,41.5,4.97,3.97,240,50,noop_test.csv
193.9,39.0,4.98,3.94,240,50,noop_test.csv
203.9,41.4,4.97,3.93,240,50,noop_test.csv
194.15,39.0,4.98,4.07,240,50,noop_test.csv
203.9,41.4,4.98,3.92,240,50,noop_test.csv
193.9,38.9,4.98,4.02,240,50,noop_test.csv
203.41,41.0,4.97,3.9,240,50,noop_test.csv
194.15,39.0,4.98,4.06,240,50,noop_test.csv
202.93,41.0,4.97,3.91,240,50,noop_test.csv
194.63,39.0,4.98,4.09,240,50,noop_test.csv
200.24,41.0,4.97,3.98,240,50,noop_test.csv
197.07,39.0,4.98,4.17,240,50,noop_test.csv
197.8,40.9,4.97,3.96,240,50,noop_test.csv
198.54,39.0,4.98,4.16,240,50,noop_test.csv
195.85,40.4,4.97,3.9,240,50,noop_test.csv
201.46,39.0,4.98,4.14,240,50,noop_test.csv
195.12,39.9,4.97,3.89,240,50,noop_test.csv
202.68,39.2,4.97,4.16,240,50,noop_test.csv
193.9,39.5,4.98,3.9,240,50,noop_test.csv
205.85,41.7,4.98,4.15,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
208.29,41.79,4.98,4.11,240,50,noop_test.csv
193.9,39.79,4.98,3.89,240,50,noop_test.csv
205.12,41.79,4.98,4.1,240,50,noop_test.csv
193.9,39.6,4.98,3.9,240,50,noop_test.csv
208.29,41.7,4.98,4.09,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
208.54,41.6,4.98,4.1,240,50,noop_test.csv
193.9,38.9,4.97,3.91,240,50,noop_test.csv
206.1,41.79,4.97,4.07,240,50,noop_test.csv
193.9,39.0,4.98,3.9,240,50,noop_test.csv
205.12,41.9,4.98,4.02,240,50,noop_test.csv
193.9,39.0,4.98,3.97,240,50,noop_test.csv
205.85,41.79,4.97,3.98,240,50,noop_test.csv
193.9,39.0,4.98,3.93,240,50,noop_test.csv
203.9,41.4,4.98,3.94,240,50,noop_test.csv
193.9,39.0,4.98,4.06,240,50,noop_test.csv
203.9,41.5,4.97,3.91,240,50,noop_test.csv
193.9,39.0,4.98,4.0,240,50,noop_test.csv
203.9,41.0,4.97,3.91,240,50,noop_test.csv
193.9,39.0,4.98,4.17,240,50,noop_test.csv
203.41,41.0,4.97,3.9,240,50,noop_test.csv
195.12,39.0,4.98,4.16,240,50,noop_test.csv
200.98,41.0,4.97,3.98,240,50,noop_test.csv
196.1,39.0,4.97,4.14,240,50,noop_test.csv
195.12,40.9,4.97,3.96,240,50,noop_test.csv
197.8,39.2,4.98,4.15,240,50,noop_test.csv
194.15,40.4,4.97,3.89,240,50,noop_test.csv
207.8,40.29,4.98,4.14,240,50,noop_test.csv
197.07,39.0,4.97,3.9,240,50,noop_test.csv
205.85,40.7,4.98,4.11,240,50,noop_test.csv
193.9,39.79,4.97,3.9,240,50,noop_test.csv
207.8,40.9,4.98,4.1,240,50,noop_test.csv
193.9,39.6,4.98,3.89,240,50,noop_test.csv
208.54,43.29,4.98,4.1,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
208.29,41.7,4.98,4.1,240,50,noop_test.csv
193.9,39.0,4.97,3.89,240,50,noop_test.csv
207.07,41.29,4.97,4.07,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
205.85,41.6,4.98,4.02,240,50,noop_test.csv
193.9,38.9,4.97,3.91,240,50,noop_test.csv
207.07,42.0,4.98,3.98,240,50,noop_test.csv
193.9,38.9,4.97,3.93,240,50,noop_test.csv
205.85,41.79,4.97,3.94,240,50,noop_test.csv
193.9,39.0,4.98,3.96,240,50,noop_test.csv
204.15,41.6,4.97,3.92,240,50,noop_test.csv
193.9,39.0,4.98,3.99,240,50,noop_test.csv
203.9,41.5,4.98,3.9,240,50,noop_test.csv
193.9,39.0,4.98,4.03,240,50,noop_test.csv
203.9,41.29,4.97,3.9,240,50,noop_test.csv
193.9,39.0,4.98,4.07,240,50,noop_test.csv
200.98,41.0,4.98,3.98,240,50,noop_test.csv
193.9,39.0,4.97,4.09,240,50,noop_test.csv
199.02,41.0,4.97,3.97,240,50,noop_test.csv
194.63,39.0,4.98,4.17,240,50,noop_test.csv
196.1,41.0,4.97,3.9,240,50,noop_test.csv
203.9,40.29,4.97,4.18,240,50,noop_test.csv
199.02,39.2,4.97,3.9,240,50,noop_test.csv
207.07,40.79,4.98,4.2,240,50,noop_test.csv
193.9,39.1,4.98,3.9,240,50,noop_test.csv
207.32,40.9,4.97,4.13,240,50,noop_test.csv
193.41,39.0,4.98,3.9,240,50,noop_test.csv
207.8,41.7,4.98,4.13,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
205.85,41.7,4.97,4.1,240,50,noop_test.csv
193.9,39.0,4.98,3.89,240,50,noop_test.csv
207.8,41.6,4.97,4.08,240,50,noop_test.csv
193.41,39.0,4.98,3.9,240,50,noop_test.csv
205.12,41.4,4.98,4.02,240,50,noop_test.csv
193.41,38.9,4.97,3.91,240,50,noop_test.csv
206.1,42.29,4.98,3.98,240,50,noop_test.csv
193.9,39.0,4.97,3.92,240,50,noop_test.csv
203.9,41.4,4.97,3.95,240,50,noop_test.csv
193.9,39.0,4.98,3.95,240,50,noop_test.csv
203.9,42.2,4.98,3.92,240,50,noop_test.csv
193.9,39.0,4.97,3.99,240,50,noop_test.csv
203.9,41.1,4.97,3.91,240,50,noop_test.csv
193.9,39.0,4.97,4.03,240,50,noop_test.csv
203.9,41.0,4.97,3.9,240,50,noop_test.csv
194.15,39.0,4.98,4.08,240,50,noop_test.csv
201.46,41.0,4.97,3.98,240,50,noop_test.csv
195.85,39.0,4.97,4.09,240,50,noop_test.csv
199.02,41.0,4.97,3.97,240,50,noop_test.csv
197.32,38.9,4.98,4.17,240,50,noop_test.csv
193.9,39.6,4.97,3.9,240,50,noop_test.csv
209.02,40.2,4.98,4.17,240,50,noop_test.csv
197.8,39.29,4.97,3.9,240,50,noop_test.csv
208.29,40.7,4.97,4.17,240,50,noop_test.csv
197.07,39.1,4.97,3.9,240,50,noop_test.csv
205.12,40.9,4.98,4.12,240,50,noop_test.csv
193.41,39.0,4.98,3.9,240,50,noop_test.csv
206.1,41.9,4.98,4.14,240,50,noop_test.csv
193.41,39.0,4.98,3.9,240,50,noop_test.csv
204.15,41.7,4.98,4.12,240,50,noop_test.csv
193.9,39.79,4.98,3.9,240,50,noop_test.csv
205.85,41.5,4.98,4.13,240,50,noop_test.csv
193.41,39.6,4.98,3.9,240,50,noop_test.csv
207.07,41.2,4.98,4.1,240,50,noop_test.csv
193.41,39.0,4.98,3.91,240,50,noop_test.csv
208.54,41.6,4.97,4.09,240,50,noop_test.csv
193.9,39.0,4.98,3.92,240,50,noop_test.csv
207.32,42.1,4.98,4.04,240,50,noop_test.csv
193.9,39.0,4.97,3.91,240,50,noop_test.csv
205.85,42.1,4.98,4.0,240,50,noop_test.csv
193.9,39.0,4.97,3.92,240,50,noop_test.csv
204.15,41.6,4.97,3.95,240,50,noop_test.csv
193.9,39.0,4.98,3.95,240,50,noop_test.csv
203.9,41.5,4.97,3.93,240,50,noop_test.csv
193.9,39.0,4.98,3.98,240,50,noop_test.csv
203.9,41.1,4.97,3.91,240,50,noop_test.csv
193.9,39.0,4.98,4.03,240,50,noop_test.csv
203.9,41.0,4.98,3.9,240,50,noop_test.csv
194.15,38.9,4.98,4.07,240,50,noop_test.csv
194.15,39.7,4.98,3.89,240,50,noop_test.csv
203.41,39.29,4.98,4.16,240,50,noop_test.csv
193.9,39.29,4.98,3.9,240,50,noop_test.csv
207.32,39.7,4.97,4.19,240,50,noop_test.csv
193.9,39.1,4.97,3.9,240,50,noop_test.csv
207.07,40.1,4.98,4.18,240,50,noop_test.csv
193.9,39.0,4.97,3.89,240,50,noop_test.csv
205.12,41.2,4.98,4.13,240,50,noop_test.csv
193.41,39.0,4.98,3.9,240,50,noop_test.csv
205.37,41.7,4.97,4.1,240,50,noop_test.csv
193.9,39.79,4.97,3.9,240,50,noop_test.csv
209.02,41.9,4.98,4.09,240,50,noop_test.csv
193.9,39.6,4.98,3.9,240,50,noop_test.csv
209.02,41.7,4.97,4.1,240,50,noop_test.csv
193.9,39.0,4.98,3.9,240,50,noop_test.csv
209.51,41.79,4.98,4.1,240,50,noop_test.csv
193.9,38.9,4.97,3.92,240,50,noop_test.csv
207.07,42.0,4.98,4.05,240,50,noop_test.csv
193.9,39.0,4.98,3.94,240,50,noop_test.csv
205.12,41.9,4.98,4.0,240,50,noop_test.csv
193.9,38.9,4.98,3.98,240,50,noop_test.csv
205.37,41.9,4.97,3.96,240,50,noop_test.csv
193.9,39.0,4.98,4.02,240,50,noop_test.csv
203.9,41.5,4.98,3.93,240,50,noop_test.csv
193.9,39.0,4.97,4.07,240,50,noop_test.csv
204.15,41.1,4.98,3.91,240,50,noop_test.csv
193.9,39.0,4.98,4.09,240,50,noop_test.csv
203.9,41.0,4.97,3.9,240,50,noop_test.csv
194.15,39.0,4.98,4.16,240,50,noop_test.csv
194.15,39.7,4.98,3.9,240,50,noop_test.csv
203.41,39.2,4.98,4.16,240,50,noop_test.csv
193.9,39.4,4.97,3.9,240,50,noop_test.csv
203.41,39.6,4.98,4.18,240,50,noop_test.csv
193.9,39.1,4.98,3.9,240,50,noop_test.csv
207.8,40.0,4.98,4.19,240,50,noop_test.csv
197.8,39.0,4.98,3.9,240,50,noop_test.csv
209.51,40.5,4.98,4.19,240,50,noop_test.csv
196.59,39.0,4.98,3.9,240,50,noop_test.csv
207.8,40.79,4.98,4.17,240,50,noop_test.csv
193.9,39.79,4.98,3.9,240,50,noop_test.csv
208.54,40.9,4.98,4.15,240,50,noop_test.csv
193.9,40.1,4.97,3.9,240,50,noop_test.csv
209.02,41.7,4.98,4.11,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
209.02,41.9,4.97,4.09,240,50,noop_test.csv
193.9,39.1,4.98,3.9,240,50,noop_test.csv
206.1,41.4,4.98,4.1,240,50,noop_test.csv
193.9,39.0,4.98,3.9,240,50,noop_test.csv
205.85,42.0,4.98,4.01,240,50,noop_test.csv
193.9,39.0,4.98,3.97,240,50,noop_test.csv
202.2,41.4,4.98,3.9,240,50,noop_test.csv
195.37,39.1,4.97,4.09,240,50,noop_test.csv
199.76,41.1,4.97,3.98,240,50,noop_test.csv
197.32,39.0,4.97,4.17,240,50,noop_test.csv
197.07,40.79,4.97,3.96,240,50,noop_test.csv
199.02,39.0,4.98,4.72,240,50,noop_test.csv
195.85,40.29,4.98,3.9,240,50,noop_test.csv
203.9,40.7,4.98,4.16,240,50,noop_test.csv
197.07,39.2,4.97,3.9,240,50,noop_test.csv
208.29,40.79,4.98,4.12,240,50,noop_test.csv
193.9,39.1,4.98,3.9,240,50,noop_test.csv
208.29,41.1,4.98,4.13,240,50,noop_test.csv
194.15,39.0,4.97,3.9,240,50,noop_test.csv
205.12,41.79,4.98,4.14,240,50,noop_test.csv
193.9,39.79,4.97,3.9,240,50,noop_test.csv
207.07,41.9,4.97,4.11,240,50,noop_test.csv
193.9,39.7,4.98,3.9,240,50,noop_test.csv
207.8,41.29,4.98,4.11,240,50,noop_test.csv
193.9,39.0,4.98,3.91,240,50,noop_test.csv
207.07,41.7,4.98,4.1,240,50,noop_test.csv
193.9,39.0,4.97,3.92,240,50,noop_test.csv
209.02,41.9,4.98,4.06,240,50,noop_test.csv
193.9,38.9,4.98,3.93,240,50,noop_test.csv
203.9,41.7,4.97,4.0,240,50,noop_test.csv
193.9,39.0,4.98,3.97,240,50,noop_test.csv
204.15,42.1,4.98,3.96,240,50,noop_test.csv
193.9,39.0,4.97,4.02,240,50,noop_test.csv
203.9,41.5,4.98,3.93,240,50,noop_test.csv
193.9,39.0,4.98,4.07,240,50,noop_test.csv
203.9,41.1,4.97,3.91,240,50,noop_test.csv
193.9,39.0,4.98,4.09,240,50,noop_test.csv
203.9,41.0,4.98,3.9,240,50,noop_test.csv
194.15,39.0,4.98,4.09,240,50,noop_test.csv
197.8,41.0,4.97,3.9,240,50,noop_test.csv
195.12,39.0,4.98,4.17,240,50,noop_test.csv
199.76,41.0,4.97,3.98,240,50,noop_test.csv
203.9,39.5,4.98,4.16,240,50,noop_test.csv
193.9,39.1,4.97,3.9,240,50,noop_test.csv
208.54,40.0,4.98,4.19,240,50,noop_test.csv
200.49,39.1,4.98,3.9,240,50,noop_test.csv
208.29,40.4,4.97,4.16,240,50,noop_test.csv
197.32,39.0,4.98,3.9,240,50,noop_test.csv
205.37,40.79,4.98,4.14,240,50,noop_test.csv
195.37,39.0,4.97,3.91,240,50,noop_test.csv
206.59,41.0,4.98,4.12,240,50,noop_test.csv
193.9,39.79,4.97,3.9,240,50,noop_test.csv
207.8,41.79,4.97,4.15,240,50,noop_test.csv
193.9,39.7,4.97,3.9,240,50,noop_test.csv
206.1,41.5,4.98,4.11,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
207.07,41.9,4.98,4.06,240,50,noop_test.csv
193.9,39.0,4.98,3.9,240,50,noop_test.csv
206.1,41.6,4.98,4.01,240,50,noop_test.csv
193.9,39.0,4.97,3.97,240,50,noop_test.csv
203.9,41.9,4.98,3.97,240,50,noop_test.csv
193.41,39.0,4.98,4.01,240,50,noop_test.csv
203.41,41.5,4.98,3.93,240,50,noop_test.csv
193.9,39.0,4.98,3.96,240,50,noop_test.csv
203.9,41.2,4.98,3.9,240,50,noop_test.csv
193.9,39.0,4.97,4.09,240,50,noop_test.csv
200.24,41.4,4.98,3.9,240,50,noop_test.csv
194.15,39.0,4.97,4.09,240,50,noop_test.csv
198.29,41.2,4.97,3.9,240,50,noop_test.csv
195.37,39.0,4.98,4.36,240,50,noop_test.csv
196.1,41.0,4.97,3.9,240,50,noop_test.csv
203.9,39.5,4.98,4.15,240,50,noop_test.csv
193.9,39.2,4.98,3.9,240,50,noop_test.csv
207.07,39.9,4.98,4.14,240,50,noop_test.csv
193.9,39.1,4.97,3.9,240,50,noop_test.csv
208.29,40.29,4.98,4.22,240,50,noop_test.csv
197.8,39.0,4.97,3.9,240,50,noop_test.csv
208.29,40.79,4.98,4.15,240,50,noop_test.csv
197.07,39.1,4.97,3.9,240,50,noop_test.csv
205.37,41.0,4.98,4.15,240,50,noop_test.csv
193.41,39.79,4.98,3.9,240,50,noop_test.csv
210.24,41.7,4.98,4.12,240,50,noop_test.csv
193.9,39.6,4.98,3.9,240,50,noop_test.csv
208.54,41.6,4.98,4.11,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
207.07,41.6,4.98,4.11,240,50,noop_test.csv
193.9,39.0,4.97,3.9,240,50,noop_test.csv
204.63,41.5,4.98,4.14,240,50,noop_test.csv
193.9,39.0,4.98,3.91,240,50,noop_test.csv
205.37,41.79,4.97,4.08,240,50,noop_test.csv
193.9,39.0,4.97,3.93,240,50,noop_test.csv
205.12,41.7,4.97,4.03,240,50,noop_test.csv
193.9,39.0,4.97,3.96,240,50,noop_test.csv
204.15,41.7,4.97,3.99,240,50,noop_test.csv
193.9,39.0,4.97,4.0,240,50,noop_test.csv
204.15,41.2,4.98,3.95,240,50,noop_test.csv
193.9,39.0,4.98,4.05,240,50,noop_test.csv
203.9,41.29,4.98,3.91,240,50,noop_test.csv
193.9,39.0,4.98,4.08,240,50,noop_test.csv
196.1,40.5,4.98,3.96,240,50,noop_test.csv
200.49,39.0,4.98,4.18,240,50,noop_test.csv
195.12,40.0,4.97,3.9,240,50,noop_test.csv
203.41,39.2,4.98,4.14,240,50,noop_test.csv
193.9,39.6,4.97,3.9,240,50,noop_test.csv
204.15,39.4,4.97,4.14,240,50,noop_test.csv
193.9,39.29,4.97,3.9,240,50,noop_test.csv
207.8,39.79,4.98,4.19,240,50,noop_test.csv
193.9,39.0,4.98,3.9,240,50,noop_test.csv
238.54,40.2,4.98,4.16,240,50,noop_test.csv
